"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1083129","David  Shepherd and Lori  Pollock and Tom  Tourw&#233;","","","","Using Language Clues to Discover Crosscutting Concerns","1--6","","6","","10.1145/1082983.1083129","SIGSOFT Softw. Eng. Notes","July 2005","30","4","","May","2005","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1133289","Alan  Esenther and Kathy  Ryall","","","","Fluid DTMouse: Better Mouse Support for Touch-based Interactions","112--115","","4","mouse emulation, multi-touch, tabletop interfaces, visual interaction","10.1145/1133265.1133289","","","","","","","2006","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '06","","1-59593-353-0","Venezia, Italy","ACM","New York, NY, USA"
"article","1614329","Mei-Hsuan  Lu and Peter  Steenkiste and Tsuhan  Chen","","","","Design, Implementation and Evaluation of an Efficient Opportunistic Retransmission Protocol","73--84","","12","opportunistic retransmission, relaying, wireless lans","10.1145/1614320.1614329","","","","","","","2009","","Proceedings of the 15th Annual International Conference on Mobile Computing and Networking","MobiCom '09","","978-1-60558-702-8","Beijing, China","ACM","New York, NY, USA"
"article","1404893","Francisco  Afonso and Carlos  Silva and Nuno  Brito and Sergio  Montenegro and Adriano  Tavares","","","","Aspect-oriented Fault Tolerance for Real-time Embedded Systems","2:1--2:8","2","8","aspect-oriented programming, fault tolerance","10.1145/1404891.1404893","","","","","","","2008","","Proceedings of the 2008 AOSD Workshop on Aspects, Components, and Patterns for Infrastructure Software","ACP4IS '08","","978-1-60558-142-2","Brussels, Belgium","ACM","New York, NY, USA"
"article","2753499","Mauro  De Sanctis and Ernestina  Cianca and Simone  Di Domenico and Daniele  Provenziani and Giuseppe  Bianchi and Marina  Ruggieri","","","","WIBECAM: Device Free Human Activity Recognition Through WiFi Beacon-Enabled Camera","7--12","","6","device-free human activity recognition, rf sensing, wifi","10.1145/2753497.2753499","","","","","","","2015","","Proceedings of the 2Nd Workshop on Workshop on Physical Analytics","WPA '15","","978-1-4503-3498-3","Florence, Italy","ACM","New York, NY, USA"
"article","2461143","Pauli P. Y. Lai","","","","Adapting Data Table to Improve Web Accessibility","33:1--33:4","33","4","blind, content adaptation, mobile web browser, web accessibility, web table","10.1145/2461121.2461143","","","","","","","2013","","Proceedings of the 10th International Cross-Disciplinary Conference on Web Accessibility","W4A '13","","978-1-4503-1844-0","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","1810529","Rachid  Guerraoui and Thomas A. Henzinger and Michal  Kapalka and Vasu  Singh","","","","Transactions in the Jungle","263--272","","10","correctness, memory models, transactional memory","10.1145/1810479.1810529","","","","","","","2010","","Proceedings of the Twenty-second Annual ACM Symposium on Parallelism in Algorithms and Architectures","SPAA '10","","978-1-4503-0079-7","Thira, Santorini, Greece","ACM","New York, NY, USA"
"article","2723773","Alessandro  Capotondi and Germain  Haugou and Andrea  Marongiu and Luca  Benini","","","","Runtime Support for Multiple Offload-Based Programming Models on Embedded Manycore Accelerators","4:1--4:10","4","10","Embedded Heterogeneous Computing, OpenCL, OpenMP, Parallel Programming Models","10.1145/2723772.2723773","","","","","","","2015","","Proceedings of the 2015 International Workshop on Code Optimisation for Multi and Many Cores","COSMIC '15","","978-1-4503-3316-0","San Francisco Bay Area, CA, USA","ACM","New York, NY, USA"
"article","2448586","Irma Syarlina Hj Che Ilias and Sri Banu Munisamy and Nandang Azryman Ab Rahman","","","","A Study of Video Performance Analysis Between Flash Video and HTML 5 Video","30:1--30:4","30","4","Flash video, HTML5 video, e-learning portal, video performance, video streaming","10.1145/2448556.2448586","","","","","","","2013","","Proceedings of the 7th International Conference on Ubiquitous Information Management and Communication","ICUIMC '13","","978-1-4503-1958-4","Kota Kinabalu, Malaysia","ACM","New York, NY, USA"
"article","514003","Armita  Peymandoust and Giovanni De Micheli and Tajana  Simunic","","","","Complex Library Mapping for Embedded Software Using Symbolic Algebra","325--330","","6","automated library mapping, computation intensive software, embedded software optimization, polynomial representation, symbolic algebra","10.1145/513918.514003","","","","","","","2002","","Proceedings of the 39th Annual Design Automation Conference","DAC '02","","1-58113-461-4","New Orleans, Louisiana, USA","ACM","New York, NY, USA"
"article","2500426","Yan  Yubo and Yang  Panlong and Li  Xiangyang and Tao  Yue and Zhang  Lan and You  Lizhao","","","","ZIMO: Building Cross-technology MIMO to Harmonize Zigbee Smog with WiFi Flash Without Intervention","465--476","","12","MIMO, physical layer, sensor networks","10.1145/2500423.2500426","","","","","","","2013","","Proceedings of the 19th Annual International Conference on Mobile Computing &#38; Networking","MobiCom '13","","978-1-4503-1999-7","Miami, Florida, USA","ACM","New York, NY, USA"
"article","1455793","Matthew  Finifter and Adrian  Mettler and Naveen  Sastry and David  Wagner","","","","Verifiable Functional Purity in Java","161--174","","14","determinism, object-capabilities, pure functions, static analysis","10.1145/1455770.1455793","","","","","","","2008","","Proceedings of the 15th ACM Conference on Computer and Communications Security","CCS '08","","978-1-59593-810-7","Alexandria, Virginia, USA","ACM","New York, NY, USA"
"article","2541943","Ardalan  Amiri Sani and Kevin  Boos and Shaopu  Qin and Lin  Zhong","","","","I/O Paravirtualization at the Device File Boundary","319--332","","14","i/o, isolation, paravirtualization, virtualization","10.1145/2541940.2541943","","","","","","","2014","","Proceedings of the 19th International Conference on Architectural Support for Programming Languages and Operating Systems","ASPLOS '14","","978-1-4503-2305-5","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","2541943","Ardalan  Amiri Sani and Kevin  Boos and Shaopu  Qin and Lin  Zhong","","","","I/O Paravirtualization at the Device File Boundary","319--332","","14","i/o, isolation, paravirtualization, virtualization","10.1145/2654822.2541943","SIGARCH Comput. Archit. News","March 2014","42","1","","February","2014","0163-5964","","","","","","ACM","New York, NY, USA"
"article","2541943","Ardalan  Amiri Sani and Kevin  Boos and Shaopu  Qin and Lin  Zhong","","","","I/O Paravirtualization at the Device File Boundary","319--332","","14","i/o, isolation, paravirtualization, virtualization","10.1145/2644865.2541943","SIGPLAN Not.","April 2014","49","4","","February","2014","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1653703","Rui  Wang and XiaoFeng  Wang and Zhou  Li and Haixu  Tang and Michael K. Reiter and Zheng  Dong","","","","Privacy-preserving Genomic Computation Through Program Specialization","338--347","","10","dynamic programming, human genome, privacy-preserving computation, program specialization, secure multi-party computation, symbolic execution","10.1145/1653662.1653703","","","","","","","2009","","Proceedings of the 16th ACM Conference on Computer and Communications Security","CCS '09","","978-1-60558-894-0","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2660239","Milos  Gligoric and Wolfram  Schulte and Chandra  Prasad and Danny  van Velzen and Iman  Narasamdya and Benjamin  Livshits","","","","Automated Migration of Build Scripts Using Dynamic Analysis and Search-based Refactoring","599--616","","18","build system, migration, search-based refactoring","10.1145/2714064.2660239","SIGPLAN Not.","October 2014","49","10","","October","2014","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2660239","Milos  Gligoric and Wolfram  Schulte and Chandra  Prasad and Danny  van Velzen and Iman  Narasamdya and Benjamin  Livshits","","","","Automated Migration of Build Scripts Using Dynamic Analysis and Search-based Refactoring","599--616","","18","build system, migration, search-based refactoring","10.1145/2660193.2660239","","","","","","","2014","","Proceedings of the 2014 ACM International Conference on Object Oriented Programming Systems Languages & Applications","OOPSLA '14","","978-1-4503-2585-1","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","2335513","Eric  Bouillet and Ravi  Kothari and Vibhore  Kumar and Laurent  Mignet and Senthil  Nathan and Anand  Ranganathan and Deepak S. Turaga and Octavian  Udrea and Olivier  Verscheure","","","","Processing 6 Billion CDRs/Day: From Research to Production (Experience Report)","264--267","","4","IBM infosphere streams, call detail records, mediation, real-time analytics","10.1145/2335484.2335513","","","","","","","2012","","Proceedings of the 6th ACM International Conference on Distributed Event-Based Systems","DEBS '12","","978-1-4503-1315-5","Berlin, Germany","ACM","New York, NY, USA"
"article","2752960","Feng  Wang and Mathias  Kohler and Andreas  Schaad","","","","Initial Encryption of Large Searchable Data Sets Using Hadoop","165--168","","4","database, hadoop, performance, searchable encryption","10.1145/2752952.2752960","","","","","","","2015","","Proceedings of the 20th ACM Symposium on Access Control Models and Technologies","SACMAT '15","","978-1-4503-3556-0","Vienna, Austria","ACM","New York, NY, USA"
"article","2981556","Jialiang  Zhang and Chi  Zhang and Xinyu  Zhang and Suman  Banerjee","","","","Towards a Visible Light Network Architecture for Continuous Communication and Localization","49--54","","6","signal processing, visible light communication, visible light localization, visible light networks","10.1145/2981548.2981556","","","","","","","2016","","Proceedings of the 3rd Workshop on Visible Light Communication Systems","VLCS '16","","978-1-4503-4253-7","New York City, New York","ACM","New York, NY, USA"
"article","2746313","Xu  Zhang and Edward W. Knightly","","","","WATCH: WiFi in Active TV Channels","7--16","","10","database controller, interference cancellation, spectrum re-use, transmit beamforming, tv receiver feedback, tv white space","10.1145/2746285.2746313","","","","","","","2015","","Proceedings of the 16th ACM International Symposium on Mobile Ad Hoc Networking and Computing","MobiHoc '15","","978-1-4503-3489-1","Hangzhou, China","ACM","New York, NY, USA"
"article","1534533","Haggai  Eran and Ohad  Lutzky and Zvika  Guz and Idit  Keidar","","","","Transactifying Apache's Cache Module","2:1--2:9","2","9","software transactional memory","10.1145/1534530.1534533","","","","","","","2009","","Proceedings of SYSTOR 2009: The Israeli Experimental Systems Conference","SYSTOR '09","","978-1-60558-623-6","Haifa, Israel","ACM","New York, NY, USA"
"article","1988033","Iulian  Neamtiu","","","","Elastic Executions from Inelastic Programs","178--183","","6","cloud computing, dynamic software updating, elastic software, resource-aware applications, runtime adaptation, self-adaptive systems","10.1145/1988008.1988033","","","","","","","2011","","Proceedings of the 6th International Symposium on Software Engineering for Adaptive and Self-Managing Systems","SEAMS '11","","978-1-4503-0575-4","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2746290","Xiufeng  Xie and Xinyu  Zhang and Eugene  Chai","","","","Cross-Cell DoF Distribution: Combating Channel Hardening Effect in Multi-Cell MU-MIMO Networks","337--346","","10","802.11ac, channel hardening, mu-mimo, multi-user mimo","10.1145/2746285.2746290","","","","","","","2015","","Proceedings of the 16th ACM International Symposium on Mobile Ad Hoc Networking and Computing","MobiHoc '15","","978-1-4503-3489-1","Hangzhou, China","ACM","New York, NY, USA"
"article","2790099","Yuanchao  Shu and Kang G. Shin and Tian  He and Jiming  Chen","","","","Last-Mile Navigation Using Smartphones","512--524","","13","navigation, plug-and-play system, sensory data, smartphone","10.1145/2789168.2790099","","","","","","","2015","","Proceedings of the 21st Annual International Conference on Mobile Computing and Networking","MobiCom '15","","978-1-4503-3619-2","Paris, France","ACM","New York, NY, USA"
"article","2746300","Weng Chon  Ao and Konstantinos  Psounis","","","","Distributed Caching and Small Cell Cooperation for Fast Content Delivery","127--136","","10","caching, coordinated multi-point, diversity, heterogeneous cellular networks, multi-user mimo, multiplexing","10.1145/2746285.2746300","","","","","","","2015","","Proceedings of the 16th ACM International Symposium on Mobile Ad Hoc Networking and Computing","MobiHoc '15","","978-1-4503-3489-1","Hangzhou, China","ACM","New York, NY, USA"
"article","2978299","Yannan  Liu and Lingxiao  Wei and Zhe  Zhou and Kehuan  Zhang and Wenyuan  Xu and Qiang  Xu","","","","On Code Execution Tracking via Power Side-Channel","1019--1031","","13","code execution tracking, embedded system, hardware security, power side-channel","10.1145/2976749.2978299","","","","","","","2016","","Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security","CCS '16","","978-1-4503-4139-4","Vienna, Austria","ACM","New York, NY, USA"
"article","1882487","John  Chapin","","","","Software Radio: A Broad Change in RF Communications Systems Design","1:1--1:1","1","1","","10.1145/1882486.1882487","","","","","","","2009","","Proceedings of the 5th ACM/IEEE Symposium on Architectures for Networking and Communications Systems","ANCS '09","","978-1-60558-630-4","Princeton, New Jersey","ACM","New York, NY, USA"
"proceeding","778348","","","","Conference Chair-Dina Q. Goldin and Conference Chair-Alex A. Shvartsman and Conference Chair-Scott A. Smolka and Conference Chair-Jeffrey S. Vitter and Conference Chair-Stan B. Zdonik","","","","","","","","","","","","","2003","","Proceedings of the Paris C. Kanellakis Memorial Workshop on Principles of Computing & Knowledge: Paris C. Kanellakis Memorial Workshop on the Occasion of His 50th Birthday","","","1-58113-604-8","San Diego, California, USA","ACM","New York, NY, USA"
"article","1244031","Pavithra G. Naidu and Mathew J. Palakal and Shielly  Hartanto","","","","On-the-fly Data Integration Models for Biological Databases","118--122","","5","BioMap, BioXBase, association discovery, concordance table, data integration, log gamma distribution, wrapper mapping tool","10.1145/1244002.1244031","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Applied Computing","SAC '07","","1-59593-480-4","Seoul, Korea","ACM","New York, NY, USA"
"article","2079332","Junho  Suh and Donghyun  Jang and Ted Taekyoung Kwon and Yanghee  Choi","","","","CANA: One Step from IP Networking Toward Content Networking","5:1--5:2","5","2","","10.1145/2079327.2079332","","","","","","","2011","","Proceedings of The ACM CoNEXT Student Workshop","CoNEXT '11 Student","","978-1-4503-1042-0","Tokyo, Japan","ACM","New York, NY, USA"
"article","2616562","David L. Hart and Amy  Schuele and Ester  Soriano and Maytal  Dahan and Matthew  Hanlon","","","","XRAS: Allocations Software As a Service in XSEDE","65:1--65:8","65","8","Allocations, infrastructure, management, measurement, software-as-a-service","10.1145/2616498.2616562","","","","","","","2014","","Proceedings of the 2014 Annual Conference on Extreme Science and Engineering Discovery Environment","XSEDE '14","","978-1-4503-2893-7","Atlanta, GA, USA","ACM","New York, NY, USA"
"article","508995","Luis Mart&#237;n D&#237;az and Erik  W&#252;stner and Peter  Buxmann","","","","Inter-organizational Document Exchange: Facing the Conversion Problem with XML","1043--1047","","5","Java, XML, conversion problem, information systems, inter-organizational document exchange, standardization, supply chain management","10.1145/508791.508995","","","","","","","2002","","Proceedings of the 2002 ACM Symposium on Applied Computing","SAC '02","","1-58113-445-2","Madrid, Spain","ACM","New York, NY, USA"
"article","1141431","Karl M. G&#246;schka and Svein O. Hallsteinsen and Rui  Oliveira and Alexander  Romanovsky","","","","Editorial Message: Special Track on Dependable and Adaptive Distributed Systems","668--669","","2","","10.1145/1141277.1141431","","","","","","","2006","","Proceedings of the 2006 ACM Symposium on Applied Computing","SAC '06","","1-59593-108-2","Dijon, France","ACM","New York, NY, USA"
"article","2593102","Yu  Zheng and Abhishek  Basak and Swarup  Bhunia","","","","CACI: Dynamic Current Analysis Towards Robust Recycled Chip Identification","88:1--88:6","88","6","BTI, Counterfeiting attack, Hardware security, Recycled chip","10.1145/2593069.2593102","","","","","","","2014","","Proceedings of the 51st Annual Design Automation Conference","DAC '14","","978-1-4503-2730-5","San Francisco, CA, USA","ACM","New York, NY, USA"
"article","2799658","Saravana Manickam Rathinakumar and Bozidar  Radunovic and Mahesh K. Marina","","","","ShiftFFT: An Efficient Approach to Mitigate Adjacent Channel Interference in OFDM Systems","11--15","","5","OFDM, adjacent channel interference, cyclic prefix, orthogonality, spectrum mask, temporal offset","10.1145/2799650.2799658","","","","","","","2015","","Proceedings of the 2Nd International Workshop on Hot Topics in Wireless","HotWireless '15","","978-1-4503-3699-4","Paris, France","ACM","New York, NY, USA"
"article","1958891","St&#233;phane  Conversy and H&#233;l&#232;ne  Gaspard-Boulinc and St&#233;phane  Chatty and St&#233;phane  Val&#232;s and Carole  Dupr&#233; and Claire  Ollagnon","","","","Supporting Air Traffic Control Collaboration with a TableTop System","425--434","","10","TableTop, air traffic control, collaboration, multi-touch, multi-user","10.1145/1958824.1958891","","","","","","","2011","","Proceedings of the ACM 2011 Conference on Computer Supported Cooperative Work","CSCW '11","","978-1-4503-0556-3","Hangzhou, China","ACM","New York, NY, USA"
"article","1921187","Andrew R. Curtis and S.  Keshav and Alejandro  Lopez-Ortiz","","","","LEGUP: Using Heterogeneity to Reduce the Cost of Data Center Network Upgrades","14:1--14:12","14","12","","10.1145/1921168.1921187","","","","","","","2010","","Proceedings of the 6th International COnference","Co-NEXT '10","","978-1-4503-0448-1","Philadelphia, Pennsylvania","ACM","New York, NY, USA"
"article","2465592","William  Billingsley and Jim  Steel","","","","A Comparison of Two Iterations of a Software Studio Course Based on Continuous Integration","213--218","","6","continuous integration, experience report, software engineering, studio course","10.1145/2462476.2465592","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","1866331","Joseph  Siefers and Gang  Tan and Greg  Morrisett","","","","Robusta: Taming the Native Beast of the JVM","201--211","","11","JNI, JVM, SFI, sandboxing","10.1145/1866307.1866331","","","","","","","2010","","Proceedings of the 17th ACM Conference on Computer and Communications Security","CCS '10","","978-1-4503-0245-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2756762","Bradford  Campbell and Pat  Pannuto and Prabal  Dutta","","","","Interfacing the Internet of a Trillion Things","42--48","","7","","10.1145/2756755.2756762","","","","","","","2015","","Proceedings of the Second International Workshop on the Swarm at the Edge of the Cloud","SWEC '15","","978-1-4503-3595-9","Seattle, Washington","ACM","New York, NY, USA"
"article","508878","Laura C. Rivero and Jorge H. Doorn and Viviana E. Ferraggine","","","","Elicitation and Conversion of Hidden Objects and Restrictions in a Database Schema","463--469","","7","database conceptual schema reengineering, denormalization, pure inclusion dependencies","10.1145/508791.508878","","","","","","","2002","","Proceedings of the 2002 ACM Symposium on Applied Computing","SAC '02","","1-58113-445-2","Madrid, Spain","ACM","New York, NY, USA"
"article","1145331","Jeffrey  Overbey and Spiros  Xanthos and Ralph  Johnson and Brian  Foote","","","","Refactorings for Fortran and High-performance Computing","37--39","","3","Fortran programming, refactoring","10.1145/1145319.1145331","","","","","","","2005","","Proceedings of the Second International Workshop on Software Engineering for High Performance Computing System Applications","SE-HPCS '05","","1-59593-117-1","St. Louis, Missouri","ACM","New York, NY, USA"
"article","1972557","Anil  Kurmus and Alessandro  Sorniotti and R&#252;diger  Kapitza","","","","Attack Surface Reduction for Commodity OS Kernels: Trimmed Garden Plants May Attract Less Bugs","6:1--6:6","6","6","attack surface reduction, kernel hardening","10.1145/1972551.1972557","","","","","","","2011","","Proceedings of the Fourth European Workshop on System Security","EUROSEC '11","","978-1-4503-0613-3","Salzburg, Austria","ACM","New York, NY, USA"
"article","2555032","Eunji  Lee and Jee-eun  Jang and Hyokyung  Bahn","","","","DTFS: Exploiting the Similarity of Data Versions to Design a Write-efficient File System in Phase-change Memory","1535--1540","","6","file system, non-volatile memory, phase-change memory, reliability, storage system","10.1145/2554850.2555032","","","","","","","2014","","Proceedings of the 29th Annual ACM Symposium on Applied Computing","SAC '14","","978-1-4503-2469-4","Gyeongju, Republic of Korea","ACM","New York, NY, USA"
"article","2247658","Manuel  G&#252;nter","","","","Introducing MapLan to Map Banking Survey Data into a Time Series Database","528--533","","6","","10.1145/2247596.2247658","","","","","","","2012","","Proceedings of the 15th International Conference on Extending Database Technology","EDBT '12","","978-1-4503-0790-1","Berlin, Germany","ACM","New York, NY, USA"
"article","2628245","Pavel  Kriz","","","","Survey on Open Source Platform-as-a-service Solutions for Education","176--184","","9","cloudware, education, open source, platform as a service","10.1145/2628194.2628245","","","","","","","2014","","Proceedings of the 18th International Database Engineering & Applications Symposium","IDEAS '14","","978-1-4503-2627-8","Porto, Portugal","ACM","New York, NY, USA"
"article","2025145","Vilas  Jagannath and Milos  Gligoric and Dongyun  Jin and Qingzhou  Luo and Grigore  Rosu and Darko  Marinov","","","","Improved Multithreaded Unit Testing","223--233","","11","imunit, multithreaded code, unit testing","10.1145/2025113.2025145","","","","","","","2011","","Proceedings of the 19th ACM SIGSOFT Symposium and the 13th European Conference on Foundations of Software Engineering","ESEC/FSE '11","","978-1-4503-0443-6","Szeged, Hungary","ACM","New York, NY, USA"
"article","2228402","Farinaz  Koushanfar and Ahmad-Reza  Sadeghi and Herv&#233;  Seudie","","","","EDA for Secure and Dependable Cybercars: Challenges and Opportunities","220--228","","9","CPS security, automotive security, perspective article","10.1145/2228360.2228402","","","","","","","2012","","Proceedings of the 49th Annual Design Automation Conference","DAC '12","","978-1-4503-1199-1","San Francisco, California","ACM","New York, NY, USA"
"article","2752962","Syed Zain R. Rizvi and Philip W.L. Fong and Jason  Crampton and James  Sellwood","","","","Relationship-Based Access Control for an Open-Source Medical Records System","113--124","","12","administrative model, authorization graph, authorization principal, medical records system, relationship-based access control","10.1145/2752952.2752962","","","","","","","2015","","Proceedings of the 20th ACM Symposium on Access Control Models and Technologies","SACMAT '15","","978-1-4503-3556-0","Vienna, Austria","ACM","New York, NY, USA"
"article","2046775","Mike  Samuel and Prateek  Saxena and Dawn  Song","","","","Context-sensitive Auto-sanitization in Web Templating Languages Using Type Qualifiers","587--600","","14","cross-site scripting, type systems, web frameworks","10.1145/2046707.2046775","","","","","","","2011","","Proceedings of the 18th ACM Conference on Computer and Communications Security","CCS '11","","978-1-4503-0948-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2658262","Cheng-Chun  Tu and Chao-tang  Lee and Tzi-cker  Chiueh","","","","Marlin: A Memory-based Rack Area Network","125--136","","12","mr-iov, non transparent bridge, pcie fabric, rack disaggregation, rack-area network, rdma, sr-iov","10.1145/2658260.2658262","","","","","","","2014","","Proceedings of the Tenth ACM/IEEE Symposium on Architectures for Networking and Communications Systems","ANCS '14","","978-1-4503-2839-5","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","2818015","Mohammed H. Almeshekah and Christopher N. Gutierrez and Mikhail J. Atallah and Eugene H. Spafford","","","","ErsatzPasswords: Ending Password Cracking and Detecting Password Leakage","311--320","","10","Authentication, Deception, HSM, Offline Dictionary Attack, PUF, Password Cracking, Passwords","10.1145/2818000.2818015","","","","","","","2015","","Proceedings of the 31st Annual Computer Security Applications Conference","ACSAC 2015","","978-1-4503-3682-6","Los Angeles, CA, USA","ACM","New York, NY, USA"
"article","1133091","Chi-Chun  Pan and Prasenjit  Mitra and Peng  Liu","","","","Semantic Access Control for Information Interoperation","237--246","","10","access control, interoperation, mediator, semantic heterogeneity","10.1145/1133058.1133091","","","","","","","2006","","Proceedings of the Eleventh ACM Symposium on Access Control Models and Technologies","SACMAT '06","","1-59593-353-0","Lake Tahoe, California, USA","ACM","New York, NY, USA"
"article","1111061","Tim  Sweeney","","","","The Next Mainstream Programming Language: A Game Developer's Perspective","269--269","","1","","10.1145/1111037.1111061","","","","","","","2006","","Conference Record of the 33rd ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages","POPL '06","","1-59593-027-2","Charleston, South Carolina, USA","ACM","New York, NY, USA"
"article","1111061","Tim  Sweeney","","","","The Next Mainstream Programming Language: A Game Developer's Perspective","269--269","","1","","10.1145/1111320.1111061","SIGPLAN Not.","January 2006","41","1","","January","2006","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2742792","Yue  Wang and Yingzhong  Xu and Yue  Liu and Jian  Chen and Songlin  Hu","","","","QMapper for Smart Grid: Migrating SQL-based Application to Hive","647--658","","12","hive, join optimization, sql on hadoop, system migration","10.1145/2723372.2742792","","","","","","","2015","","Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data","SIGMOD '15","","978-1-4503-2758-9","Melbourne, Victoria, Australia","ACM","New York, NY, USA"
"article","2934888","Li  Chen and Kai  Chen and Wei  Bai and Mohammad  Alizadeh","","","","Scheduling Mix-flows in Commodity Datacenters with Karuna","174--187","","14","Datacenter networks, Deadline, Flow scheduling","10.1145/2934872.2934888","","","","","","","2016","","Proceedings of the 2016 Conference on ACM SIGCOMM 2016 Conference","SIGCOMM '16","","978-1-4503-4193-6","Florianopolis, Brazil","ACM","New York, NY, USA"
"article","2030688","Xinyu  Zhang and Kang G. Shin","","","","A Case for the Coexistence of Heterogeneous Wireless Networks","1--4","","4","busy-tone, coexistence of heterogeneous networks, zigbee (802.15.4) and wifi (802.11)","10.1145/2030686.2030688","","","","","","","2011","","Proceedings of the 3rd ACM Workshop on Wireless of the Students, by the Students, for the Students","S3 '11","","978-1-4503-0868-7","Las Vegas, Nevada, USA","ACM","New York, NY, USA"
"article","2342388","Balajee  Vamanan and Jahangir  Hasan and T.N.  Vijaykumar","","","","Deadline-aware Datacenter TCP (D2TCP)","115--126","","12","cloud services, datacenter, deadline, ecn, oldi, sla, tcp","10.1145/2342356.2342388","","","","","","","2012","","Proceedings of the ACM SIGCOMM 2012 Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication","SIGCOMM '12","","978-1-4503-1419-0","Helsinki, Finland","ACM","New York, NY, USA"
"article","2814728","Guoming  Tang and Weixiang  Jiang and Zhifeng  Xu and Fangming  Liu and Kui  Wu","","","","Zero-Cost, Fine-Grained Power Monitoring of Datacenters Using Non-Intrusive Power Disaggregation","271--282","","12","datacenter, power disaggregation, power monitoring","10.1145/2814576.2814728","","","","","","","2015","","Proceedings of the 16th Annual Middleware Conference","Middleware '15","","978-1-4503-3618-5","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","2901345","Liang  Zhang and James  Litton and Frank  Cangialosi and Theophilus  Benson and Dave  Levin and Alan  Mislove","","","","Picocenter: Supporting Long-lived, Mostly-idle Applications in Cloud Environments","37:1--37:16","37","16","","10.1145/2901318.2901345","","","","","","","2016","","Proceedings of the Eleventh European Conference on Computer Systems","EuroSys '16","","978-1-4503-4240-7","London, United Kingdom","ACM","New York, NY, USA"
"article","1810517","Kunal  Agrawal and I-Ting Angelina Lee and Jim  Sukha","","","","Brief Announcement: Serial-parallel Reciprocity in Dynamic Multithreaded Languages","186--188","","3","cilk, dynamic multithreading, intel threading building blocks, scheduling, serial-parallel reciprocity, work stealing","10.1145/1810479.1810517","","","","","","","2010","","Proceedings of the Twenty-second Annual ACM Symposium on Parallelism in Algorithms and Architectures","SPAA '10","","978-1-4503-0079-7","Thira, Santorini, Greece","ACM","New York, NY, USA"
"article","1147251","Antonio  Bucchiarone and Andrea  Polini and Patrizio  Pelliccione and Massimo  Tivoli","","","","Towards an Architectural Approach for the Dynamic and Automatic Composition of Software Components","12--21","","10","","10.1145/1147249.1147251","","","","","","","2006","","Proceedings of the ISSTA 2006 Workshop on Role of Software Architecture for Testing and Analysis","ROSATEA '06","","1-59593-459-6","Portland, Maine","ACM","New York, NY, USA"
"article","1658947","Theodoros  Salonidis and Georgios  Sotiropoulos and Roch  Guerin and Ramesh  Govindan","","","","Online Optimization of 802.11 Mesh Networks","61--72","","12","802.11, csma, modeling, optimization, wireless mesh networks","10.1145/1658939.1658947","","","","","","","2009","","Proceedings of the 5th International Conference on Emerging Networking Experiments and Technologies","CoNEXT '09","","978-1-60558-636-6","Rome, Italy","ACM","New York, NY, USA"
"article","1544017","Yun  Mao and Boon Thau Loo and Zachary  Ives and Jonathan M. Smith","","","","MOSAIC: Unified Declarative Platform for Dynamic Overlay Composition","5:1--5:12","5","12","","10.1145/1544012.1544017","","","","","","","2008","","Proceedings of the 2008 ACM CoNEXT Conference","CoNEXT '08","","978-1-60558-210-8","Madrid, Spain","ACM","New York, NY, USA"
"article","2039268","C.  Graham and D.  Schaap and H.  Glaves","","","","Geo-Seas e-Infrastructure","5:1--5:7","5","7","Geo-Seas, geosciences, infrastructure, marine, network, portal","10.1145/2039263.2039268","","","","","","","2010","","Proceedings of the 1st International Digital Preservation Interoperability Framework Symposium","INTL-DPIF '10","","978-1-4503-0110-7","Dresden, Germany","ACM","New York, NY, USA"
